userId,knnSim
1,0.8661791789382792
2,0.5401247680521646
3,0.8521006469920139
4,0.6334387710450282
5,0.28634847299480276
6,0.6701219026860966
7,0.7370894317318857
8,0.803292532212041
9,0.6624825763316197
10,0.8272674260764993
11,0.7882427042101715
12,0.3836182648302236
13,0.6975912757533758
14,0.8138285630780555
15,0.8554982639050837
16,0.7981091120745678
17,0.7065199965341766
18,0.780456654892263
19,0.6056014948437733
20,0.4861718508067632
21,0.8237153642351595
22,0.7597775727070718
23,0.8321849811076837
24,0.4835106899150275
25,0.5342011568700586
26,0.6173649426808839
27,0.6884497262547593
28,0.7052001930594828
29,0.5089160791649956
30,0.8305917655911091
31,0.6813900232386864
32,0.8431072879467676
33,0.6714009956059789
34,0.8577776308494538
35,0.6600257018276614
36,0.8642013099477049
37,0.4122171731021597
38,0.7621210080821789
39,0.5137739896913849
40,0.8777839329735622
41,0.8090875382954514
42,0.8429035770913131
43,0.8591890228300615
44,0.8368370857562921
45,0.6842403982057377
46,0.7525425888763234
47,0.8185063035368245
48,0.3356129699732489
49,0.6180873522505351
50,0.6879691527880872
51,0.5981291628288247
52,0.8547573760979371
53,0.7056574217427994
54,0.748505033200111
55,0.6126980258394962
56,0.9646050118541472
57,0.7554734671497828
58,0.8197932641706098
59,0.7929866322243698
60,0.565246892622558
61,0.7076178586170944
62,0.8646340448052481
63,0.6850460872112359
64,0.7784083731212803
65,0.7436007400973589
66,0.7117474495522744
67,0.5321595960024936
68,0.8091614718411559
69,0.7862817340426721
70,0.8449806530474857
71,0.6357284252810812
72,0.74890715570994
73,0.7632128981036485
74,0.6585674382793056
75,0.5569797374898042
76,0.8161549006904022
77,0.6254444053048388
78,0.6746430200830227
79,0.7218382887164728
80,0.6188637014619398
81,0.7251288577778361
82,0.7244386018445645
83,0.3772318401202343
84,0.7523648224039428
85,0.7283757797407087
86,0.8109830175632033
87,0.5191901760853592
88,0.7224118042537291
89,0.7511694316666844
90,0.5655012059293979
91,0.845499402291425
92,0.7346095055979387
93,0.7082440710466501
94,0.6160199681660191
95,0.8108615995714509
96,0.6184873165495888
97,0.6413974027453733
98,0.833006225189321
99,0.7389474168927024
100,0.7509163165985089
101,0.710591170015189
102,0.7665777024787527
103,0.43494066358415107
104,0.8175305139682694
105,0.8396169187649466
106,0.7858776800181395
107,0.7815605292011859
108,0.4945343399578322
109,0.7695589415581451
110,0.6060345113854666
111,0.9217815442461327
112,0.8750557098548064
113,0.7840533641452697
114,0.5471545879939043
115,0.7155989093944686
116,0.8868574156119742
117,0.8558148904496602
118,0.14365387952379288
119,0.6347453455240013
120,0.5751876865933991
121,0.8228009310390184
122,0.9110080969358064
123,0.7675430854873562
124,0.6140066391873025
125,0.6835120516957536
126,0.7056568756931498
127,0.46134555003506506
128,0.7996714148852274
129,0.9028631623524376
130,0.5223747704349498
131,0.7405117615746314
132,0.7729371541767143
133,0.670923618108507
134,0.7741148371942733
135,0.7569713570630738
136,0.888485680518923
137,0.7777217631822586
138,0.0
139,0.7619747493040526
140,0.8437681632328558
141,0.9705770197611542
142,0.6927653895466119
143,0.758334411406717
144,0.9125247825787574
145,0.4994965224544979
146,0.6907433774219085
147,0.7471835372068644
148,0.9194404043933199
149,0.6231938164226685
